country,year,age,gender,cases
SC,2003,+65,M,0.0
SC,2004,+65,M,0.0
SC,2005,+65,M,0.0
SC,2008,+65,M,2.0
SD,1995,+65,M,337.0
SD,1998,+65,M,453.0
SD,1999,+65,M,839.0
SD,2000,+65,M,677.0
SD,2001,+65,M,301.0
SD,2002,+65,M,405.0
SD,2003,+65,M,473.0
SD,2004,+65,M,467.0
SD,2005,+65,M,493.0
SD,2006,+65,M,532.0
SD,2007,+65,M,556.0
SD,2008,+65,M,534.0
SE,1995,+65,M,27.0
SE,1996,+65,M,17.0
SE,1997,+65,M,16.0
SE,1998,+65,M,15.0
SE,1999,+65,M,22.0
SE,2000,+65,M,25.0
SE,2001,+65,M,23.0
SE,2002,+65,M,8.0
SE,2003,+65,M,20.0
SE,2004,+65,M,13.0
SE,2005,+65,M,16.0
SE,2006,+65,M,16.0
SE,2007,+65,M,9.0
SE,2008,+65,M,6.0
SG,1995,+65,M,94.0
SG,1997,+65,M,101.0
SG,1998,+65,M,104.0
SG,1999,+65,M,124.0
SG,2000,+65,M,64.0
SG,2001,+65,M,76.0
SG,2002,+65,M,130.0
SG,2003,+65,M,133.0
SG,2004,+65,M,119.0
SG,2005,+65,M,118.0
SG,2006,+65,M,106.0
SG,2007,+65,M,105.0
SG,2008,+65,M,127.0
SI,1995,+65,M,27.0
SI,1996,+65,M,13.0
SI,1997,+65,M,20.0
SI,1998,+65,M,14.0
SI,1999,+65,M,15.0
SI,2000,+65,M,17.0
SI,2001,+65,M,7.0
SI,2002,+65,M,9.0
SI,2003,+65,M,15.0
SI,2004,+65,M,13.0
SI,2005,+65,M,14.0
SI,2006,+65,M,6.0
SI,2007,+65,M,9.0
SI,2008,+65,M,3.0
SK,1995,+65,M,152.0
SK,1996,+65,M,134.0
SK,1997,+65,M,40.0
SK,1998,+65,M,35.0
SK,1999,+65,M,29.0
SK,2000,+65,M,32.0
SK,2001,+65,M,22.0
SK,2002,+65,M,26.0
SK,2003,+65,M,25.0
SK,2004,+65,M,21.0
SK,2005,+65,M,20.0
SK,2006,+65,M,17.0
SK,2007,+65,M,23.0
SK,2008,+65,M,11.0
SL,1995,+65,M,22.0
SL,1996,+65,M,51.0
SL,1997,+65,M,47.0
SL,1998,+65,M,42.0
SL,2000,+65,M,47.0
SL,2001,+65,M,51.0
SL,2002,+65,M,58.0
SL,2003,+65,M,77.0
SL,2004,+65,M,130.0
SL,2005,+65,M,124.0
SL,2006,+65,M,166.0
SL,2007,+65,M,172.0
SL,2008,+65,M,188.0
SM,2000,+65,M,1.0
SM,2003,+65,M,0.0
SM,2004,+65,M,0.0
SN,1995,+65,M,213.0
SN,1996,+65,M,264.0
SN,1997,+65,M,215.0
SN,1998,+65,M,215.0
SN,1999,+65,M,185.0
SN,2000,+65,M,189.0
SN,2001,+65,M,226.0
SN,2002,+65,M,212.0
SN,2003,+65,M,250.0
SN,2004,+65,M,213.0
SN,2005,+65,M,236.0
SN,2006,+65,M,230.0
SN,2007,+65,M,251.0
SN,2008,+65,M,228.0
SO,1995,+65,M,109.0
SO,1996,+65,M,63.0
SO,1997,+65,M,112.0
SO,1998,+65,M,126.0
SO,1999,+65,M,124.0
SO,2000,+65,M,142.0
SO,2001,+65,M,196.0
SO,2002,+65,M,176.0
SO,2003,+65,M,214.0
SO,2004,+65,M,278.0
SO,2005,+65,M,319.0
SO,2006,+65,M,336.0
SO,2007,+65,M,289.0
SO,2008,+65,M,298.0
SR,1996,+65,M,6.0
SR,1997,+65,M,2.0
SR,2000,+65,M,4.0
SR,2001,+65,M,5.0
SR,2002,+65,M,2.0
SR,2003,+65,M,6.0
SR,2004,+65,M,4.0
SR,2005,+65,M,4.0
SR,2006,+65,M,7.0
ST,2000,+65,M,10.0
ST,2001,+65,M,12.0
ST,2002,+65,M,2.0
ST,2003,+65,M,1.0
ST,2004,+65,M,3.0
ST,2005,+65,M,2.0
ST,2006,+65,M,2.0
ST,2007,+65,M,0.0
ST,2008,+65,M,0.0
SV,1996,+65,M,92.0
SV,1997,+65,M,75.0
SV,1998,+65,M,84.0
SV,1999,+65,M,104.0
SV,2000,+65,M,107.0
SV,2001,+65,M,101.0
SV,2002,+65,M,93.0
SV,2003,+65,M,89.0
SV,2004,+65,M,91.0
SV,2005,+65,M,117.0
SV,2006,+65,M,103.0
SV,2007,+65,M,95.0
SV,2008,+65,M,89.0
SY,1995,+65,M,50.0
SY,1996,+65,M,60.0
SY,1997,+65,M,52.0
SY,1998,+65,M,50.0
SY,2000,+65,M,55.0
SY,2001,+65,M,47.0
SY,2002,+65,M,61.0
SY,2003,+65,M,64.0
SY,2004,+65,M,50.0
SY,2005,+65,M,63.0
SY,2006,+65,M,44.0
SY,2007,+65,M,59.0
SY,2008,+65,M,52.0
SZ,1995,+65,M,16.0
SZ,1996,+65,M,120.0
SZ,2000,+65,M,17.0
SZ,2001,+65,M,34.0
SZ,2002,+65,M,10.0
SZ,2003,+65,M,19.0
SZ,2004,+65,M,21.0
SZ,2005,+65,M,27.0
SZ,2006,+65,M,45.0
SZ,2007,+65,M,27.0
SZ,2008,+65,M,35.0
TC,2003,+65,M,0.0
TC,2006,+65,M,0.0
TD,1999,+65,M,4.0
TD,2002,+65,M,17.0
TD,2003,+65,M,78.0
TD,2004,+65,M,29.0
TD,2005,+65,M,82.0
TG,1995,+65,M,49.0
TG,1996,+65,M,50.0
TG,1998,+65,M,36.0
TG,1999,+65,M,37.0
TG,2000,+65,M,39.0
TG,2002,+65,M,40.0
TG,2003,+65,M,57.0
TG,2004,+65,M,66.0
TG,2005,+65,M,69.0
TG,2006,+65,M,79.0
TG,2007,+65,M,66.0
TG,2008,+65,M,78.0
TH,1995,+65,M,2346.0
TH,1996,+65,M,1772.0
TH,1997,+65,M,1326.0
TH,1998,+65,M,985.0
TH,1999,+65,M,1795.0
TH,2000,+65,M,2213.0
TH,2001,+65,M,2912.0
TH,2002,+65,M,3077.0
TH,2003,+65,M,3241.0
TH,2004,+65,M,3379.0
TH,2005,+65,M,3407.0
TH,2006,+65,M,3732.0
TH,2007,+65,M,3748.0
TH,2008,+65,M,3836.0
TJ,1996,+65,M,4.0
TJ,1997,+65,M,8.0
TJ,1998,+65,M,10.0
TJ,2001,+65,M,16.0
TJ,2002,+65,M,19.0
TJ,2004,+65,M,10.0
TJ,2005,+65,M,48.0
TJ,2007,+65,M,65.0
TJ,2008,+65,M,64.0
TK,2007,+65,M,0.0
TL,2002,+65,M,35.0
TL,2003,+65,M,41.0
TL,2004,+65,M,48.0
TL,2005,+65,M,47.0
TL,2006,+65,M,49.0
TL,2007,+65,M,65.0
TL,2008,+65,M,54.0
TM,1995,+65,M,0.0
TM,1996,+65,M,23.0
TM,1997,+65,M,10.0
TM,1998,+65,M,12.0
TM,1999,+65,M,17.0
TM,2000,+65,M,21.0
TM,2001,+65,M,21.0
TM,2002,+65,M,21.0
TM,2003,+65,M,14.0
TM,2004,+65,M,12.0
TM,2005,+65,M,13.0
TM,2006,+65,M,18.0
TM,2007,+65,M,23.0
TM,2008,+65,M,24.0
TN,1998,+65,M,95.0
TN,1999,+65,M,129.0
TN,2000,+65,M,101.0
TN,2001,+65,M,100.0
TN,2002,+65,M,65.0
TN,2003,+65,M,74.0
TN,2004,+65,M,91.0
TN,2005,+65,M,81.0
TN,2006,+65,M,85.0
TN,2007,+65,M,75.0
TN,2008,+65,M,59.0
TO,1995,+65,M,2.0
TO,1996,+65,M,0.0
TO,1997,+65,M,2.0
TO,1998,+65,M,2.0
TO,1999,+65,M,2.0
TO,2000,+65,M,5.0
TO,2001,+65,M,1.0
TO,2002,+65,M,10.0
TO,2003,+65,M,2.0
TO,2005,+65,M,0.0
TO,2006,+65,M,4.0
TO,2007,+65,M,5.0
TO,2008,+65,M,1.0
TR,2004,+65,M,19.0
TR,2005,+65,M,429.0
TR,2006,+65,M,473.0
TR,2007,+65,M,512.0
TR,2008,+65,M,453.0
TT,1995,+65,M,4.0
TT,1996,+65,M,6.0
TT,1998,+65,M,8.0
TT,1999,+65,M,6.0
TT,2000,+65,M,7.0
TT,2001,+65,M,18.0
TT,2002,+65,M,3.0
TT,2003,+65,M,6.0
TT,2004,+65,M,7.0
TT,2005,+65,M,3.0
TT,2006,+65,M,12.0
TT,2007,+65,M,5.0
TT,2008,+65,M,14.0
TV,1995,+65,M,0.0
TV,1998,+65,M,1.0
TV,2003,+65,M,0.0
TV,2006,+65,M,0.0
TV,2007,+65,M,2.0
TV,2008,+65,M,0.0
TZ,1995,+65,M,640.0
TZ,1996,+65,M,656.0
TZ,1997,+65,M,699.0
TZ,1998,+65,M,767.0
TZ,1999,+65,M,823.0
TZ,2000,+65,M,834.0
TZ,2001,+65,M,930.0
TZ,2002,+65,M,944.0
TZ,2003,+65,M,1025.0
TZ,2004,+65,M,1129.0
TZ,2005,+65,M,1054.0
TZ,2006,+65,M,1029.0
TZ,2007,+65,M,1066.0
TZ,2008,+65,M,1077.0
UA,1995,+65,M,437.0
UA,1996,+65,M,544.0
UA,1997,+65,M,555.0
UA,1998,+65,M,576.0
UA,1999,+65,M,557.0
UA,2000,+65,M,532.0
UA,2001,+65,M,559.0
UA,2003,+65,M,617.0
UA,2006,+65,M,568.0
UA,2007,+65,M,1090.0
UA,2008,+65,M,574.0
UG,1995,+65,M,323.0
UG,1996,+65,M,353.0
UG,1997,+65,M,353.0
UG,1998,+65,M,428.0
UG,1999,+65,M,413.0
UG,2000,+65,M,395.0
UG,2001,+65,M,392.0
UG,2002,+65,M,465.0
UG,2003,+65,M,501.0
UG,2004,+65,M,525.0
UG,2005,+65,M,539.0
UG,2006,+65,M,511.0
UG,2007,+65,M,505.0
UG,2008,+65,M,565.0
US,1995,+65,M,1099.0
US,1996,+65,M,1007.0
US,1997,+65,M,944.0
US,1998,+65,M,914.0
US,1999,+65,M,801.0
US,2000,+65,M,738.0
US,2001,+65,M,649.0
US,2002,+65,M,592.0
US,2003,+65,M,650.0
US,2004,+65,M,582.0
US,2005,+65,M,624.0
US,2006,+65,M,596.0
US,2007,+65,M,562.0
US,2008,+65,M,561.0
UY,1995,+65,M,50.0
UY,1996,+65,M,42.0
UY,1997,+65,M,53.0
UY,1998,+65,M,39.0
UY,1999,+65,M,41.0
UY,2000,+65,M,34.0
UY,2001,+65,M,44.0
UY,2002,+65,M,32.0
UY,2003,+65,M,26.0
UY,2004,+65,M,40.0
UY,2005,+65,M,36.0
UY,2006,+65,M,29.0
UY,2007,+65,M,39.0
UY,2008,+65,M,34.0
UZ,1996,+65,M,0.0
UZ,1998,+65,M,0.0
UZ,1999,+65,M,100.0
UZ,2000,+65,M,107.0
UZ,2001,+65,M,133.0
UZ,2002,+65,M,111.0
UZ,2003,+65,M,220.0
UZ,2004,+65,M,252.0
UZ,2005,+65,M,313.0
UZ,2006,+65,M,329.0
UZ,2007,+65,M,380.0
UZ,2008,+65,M,369.0
VC,1998,+65,M,0.0
VC,2000,+65,M,1.0
VC,2002,+65,M,2.0
VC,2005,+65,M,2.0
VC,2006,+65,M,2.0
VC,2007,+65,M,0.0
VE,1999,+65,M,346.0
VE,2002,+65,M,313.0
VE,2003,+65,M,316.0
VE,2004,+65,M,316.0
VE,2005,+65,M,332.0
VE,2006,+65,M,320.0
VE,2007,+65,M,295.0
VE,2008,+65,M,285.0
VI,1995,+65,M,0.0
VI,1996,+65,M,0.0
VN,1996,+65,M,6292.0
VN,1997,+65,M,6989.0
VN,1998,+65,M,7274.0
VN,1999,+65,M,7371.0
VN,2000,+65,M,7712.0
VN,2001,+65,M,7643.0
VN,2002,+65,M,8184.0
VN,2003,+65,M,7793.0
VN,2004,+65,M,8206.0
VN,2005,+65,M,7573.0
VN,2006,+65,M,7408.0
VN,2007,+65,M,7026.0
VN,2008,+65,M,6667.0
VU,1995,+65,M,0.0
VU,1996,+65,M,1.0
VU,1998,+65,M,2.0
VU,1999,+65,M,0.0
VU,2000,+65,M,2.0
VU,2001,+65,M,1.0
VU,2002,+65,M,1.0
VU,2003,+65,M,3.0
VU,2004,+65,M,5.0
VU,2005,+65,M,1.0
VU,2006,+65,M,0.0
VU,2007,+65,M,2.0
VU,2008,+65,M,3.0
WF,1996,+65,M,0.0
WF,2002,+65,M,1.0
WF,2003,+65,M,0.0
WF,2007,+65,M,0.0
WS,1995,+65,M,2.0
WS,1996,+65,M,2.0
WS,1997,+65,M,1.0
WS,1998,+65,M,0.0
WS,1999,+65,M,4.0
WS,2000,+65,M,1.0
WS,2001,+65,M,1.0
WS,2002,+65,M,1.0
WS,2005,+65,M,0.0
WS,2006,+65,M,2.0
WS,2008,+65,M,0.0
YE,1995,+65,M,45.0
YE,1996,+65,M,12.0
YE,1997,+65,M,34.0
YE,1998,+65,M,115.0
YE,1999,+65,M,85.0
YE,2000,+65,M,127.0
YE,2001,+65,M,114.0
YE,2002,+65,M,117.0
YE,2003,+65,M,103.0
YE,2004,+65,M,76.0
YE,2005,+65,M,78.0
YE,2006,+65,M,103.0
YE,2007,+65,M,119.0
YE,2008,+65,M,119.0
YU,1995,+65,M,386.0
YU,1996,+65,M,474.0
YU,1997,+65,M,463.0
YU,2001,+65,M,18.0
YU,2002,+65,M,33.0
YU,2003,+65,M,61.0
YU,2004,+65,M,157.0
ZA,1999,+65,M,221.0
ZA,2000,+65,M,212.0
ZA,2001,+65,M,255.0
ZA,2002,+65,M,942.0
ZA,2003,+65,M,1495.0
ZA,2004,+65,M,1580.0
ZA,2005,+65,M,1705.0
ZA,2006,+65,M,1862.0
ZA,2007,+65,M,2021.0
ZA,2008,+65,M,2246.0
ZM,1995,+65,M,130.0
ZM,2000,+65,M,174.0
ZM,2002,+65,M,405.0
ZM,2003,+65,M,308.0
ZM,2004,+65,M,324.0
ZM,2005,+65,M,321.0
ZM,2006,+65,M,186.0
ZM,2007,+65,M,204.0
ZM,2008,+65,M,229.0
ZW,2002,+65,M,159.0
ZW,2003,+65,M,205.0
ZW,2004,+65,M,198.0
ZW,2005,+65,M,656.0
ZW,2006,+65,M,199.0
ZW,2007,+65,M,153.0
ZW,2008,+65,M,185.0
AD,2005,,M,0.0
AD,2006,,M,0.0
AD,2008,,M,0.0
AE,2008,,M,0.0
AL,2005,,M,0.0
AL,2006,,M,0.0
AL,2007,,M,0.0
AM,2005,,M,0.0
AM,2006,,M,0.0
AM,2007,,M,0.0
AM,2008,,M,0.0
AO,2008,,M,0.0
AR,2008,,M,30.0
AT,2005,,M,0.0
AT,2006,,M,0.0
AZ,2005,,M,0.0
AZ,2006,,M,0.0
BA,2005,,M,1.0
BA,2006,,M,2.0
BA,2007,,M,0.0
BA,2008,,M,0.0
BB,2008,,M,0.0
BD,2008,,M,0.0
BE,2005,,M,0.0
BE,2006,,M,0.0
BE,2008,,M,0.0
BF,2008,,M,0.0
BG,2005,,M,0.0
BG,2008,,M,0.0
BH,2008,,M,0.0
BJ,2008,,M,0.0
BN,2008,,M,0.0
BR,2008,,M,0.0
BS,2008,,M,0.0
BW,2008,,M,0.0
BZ,2008,,M,0.0
CA,2008,,M,0.0
CF,2008,,M,0.0
CH,2005,,M,0.0
CH,2006,,M,0.0
CH,2007,,M,0.0
CH,2008,,M,0.0
CM,2008,,M,0.0
CO,2008,,M,0.0
CV,2008,,M,0.0
CY,2005,,M,0.0
CY,2006,,M,0.0
CY,2007,,M,0.0
CY,2008,,M,0.0
CZ,2005,,M,0.0
CZ,2006,,M,0.0
CZ,2007,,M,0.0
CZ,2008,,M,0.0
DE,2005,,M,0.0
DE,2006,,M,0.0
DE,2007,,M,0.0
DE,2008,,M,0.0
DK,2005,,M,0.0
DK,2006,,M,0.0
DK,2007,,M,0.0
DK,2008,,M,0.0
DM,2008,,M,0.0
DO,2008,,M,0.0
EE,2005,,M,0.0
EE,2006,,M,0.0
EE,2007,,M,0.0
EE,2008,,M,0.0
EG,2008,,M,8.0
ES,2005,,M,2.0
ES,2006,,M,2.0
ES,2007,,M,2.0
ES,2008,,M,0.0
FI,2005,,M,0.0
FI,2006,,M,0.0
FI,2007,,M,0.0
FI,2008,,M,0.0
FJ,2008,,M,0.0
FM,2008,,M,0.0
FR,2005,,M,0.0
FR,2006,,M,0.0
FR,2007,,M,0.0
FR,2008,,M,1.0
GB,2005,,M,0.0
GB,2006,,M,0.0
GB,2007,,M,1.0
GB,2008,,M,0.0
GE,2006,,M,0.0
GE,2007,,M,1.0
GE,2008,,M,0.0
GM,2008,,M,0.0
GQ,2008,,M,0.0
GR,2005,,M,5.0
GR,2006,,M,3.0
GR,2007,,M,1.0
GR,2008,,M,0.0
GT,2008,,M,0.0
GU,2008,,M,0.0
GY,2008,,M,0.0
HK,2008,,M,0.0
HN,2008,,M,0.0
HR,2005,,M,0.0
HR,2006,,M,0.0
HR,2008,,M,0.0
HT,2008,,M,0.0
HU,2005,,M,0.0
HU,2006,,M,0.0
HU,2007,,M,0.0
HU,2008,,M,0.0
ID,2008,,M,0.0
IE,2005,,M,0.0
IE,2006,,M,1.0
IE,2007,,M,0.0
IE,2008,,M,0.0
IL,2005,,M,0.0
IL,2006,,M,0.0
IL,2007,,M,0.0
IL,2008,,M,0.0
IQ,2008,,M,0.0
IR,2008,,M,0.0
IS,2005,,M,0.0
IS,2006,,M,0.0
IS,2007,,M,0.0
IS,2008,,M,0.0
IT,2005,,M,24.0
IT,2006,,M,19.0
IT,2007,,M,11.0
IT,2008,,M,5.0
JM,2008,,M,2.0
JO,2008,,M,0.0
JP,2008,,M,0.0
KE,2008,,M,0.0
KG,2005,,M,0.0
KI,2008,,M,0.0
KM,2008,,M,0.0
KN,2008,,M,0.0
KP,2008,,M,0.0
KR,2008,,M,0.0
KW,2008,,M,0.0
KZ,2005,,M,0.0
KZ,2007,,M,0.0
KZ,2008,,M,0.0
LB,2008,,M,0.0
LC,2008,,M,0.0
LR,2008,,M,0.0
LS,2008,,M,0.0
LT,2005,,M,0.0
LT,2006,,M,0.0
LT,2007,,M,0.0
LT,2008,,M,0.0
LU,2005,,M,0.0
LU,2006,,M,0.0
LU,2007,,M,0.0
LU,2008,,M,0.0
LV,2005,,M,0.0
LV,2006,,M,0.0
LV,2008,,M,0.0
LY,2008,,M,0.0
MA,2008,,M,0.0
MD,2005,,M,0.0
MD,2006,,M,0.0
MD,2007,,M,0.0
MD,2008,,M,0.0
ME,2005,,M,0.0
ME,2006,,M,0.0
ME,2007,,M,1.0
ME,2008,,M,0.0
MG,2008,,M,0.0
MH,2008,,M,0.0
MK,2005,,M,1.0
MK,2006,,M,0.0
MK,2007,,M,0.0
MK,2008,,M,0.0
ML,2008,,M,0.0
MM,2008,,M,0.0
MN,2008,,M,0.0
MO,2008,,M,0.0
MP,2008,,M,0.0
MT,2005,,M,0.0
MT,2006,,M,0.0
MT,2007,,M,0.0
MT,2008,,M,0.0
MU,2008,,M,0.0
MX,2008,,M,0.0
MY,2008,,M,2.0
,2008,,M,0.0
NC,2008,,M,0.0
NG,2008,,M,0.0
NI,2008,,M,0.0
NL,2005,,M,0.0
NL,2006,,M,0.0
NL,2007,,M,0.0
NL,2008,,M,0.0
NO,2005,,M,0.0
NO,2006,,M,0.0
NO,2008,,M,0.0
NP,2008,,M,1416.0
NR,2008,,M,0.0
NZ,2008,,M,0.0
OM,2008,,M,0.0
PE,2008,,M,0.0
PF,2008,,M,2.0
PH,2008,,M,0.0
PK,2008,,M,0.0
PL,2005,,M,0.0
PL,2006,,M,0.0
PL,2007,,M,0.0
PL,2008,,M,0.0
PR,2008,,M,0.0
PS,2008,,M,0.0
PT,2005,,M,5.0
PT,2006,,M,2.0
PT,2007,,M,0.0
PT,2008,,M,0.0
PY,2008,,M,4.0
QA,2008,,M,0.0
RO,2005,,M,4.0
RO,2006,,M,0.0
RO,2008,,M,0.0
RS,2005,,M,0.0
RS,2006,,M,1.0
RS,2007,,M,0.0
RS,2008,,M,0.0
RU,2008,,M,0.0
SB,2008,,M,0.0
SC,2008,,M,0.0
SD,2008,,M,0.0
SE,2005,,M,0.0
SE,2006,,M,0.0
SE,2007,,M,0.0
SE,2008,,M,0.0
SG,2008,,M,0.0
SI,2005,,M,0.0
SI,2006,,M,0.0
SI,2007,,M,0.0
SI,2008,,M,0.0
SK,2005,,M,0.0
SK,2006,,M,0.0
SK,2007,,M,0.0
SK,2008,,M,0.0
SN,2008,,M,0.0
SO,2008,,M,0.0
ST,2008,,M,0.0
SV,2008,,M,0.0
SZ,2008,,M,0.0
TG,2008,,M,0.0
TJ,2005,,M,0.0
TJ,2007,,M,0.0
TJ,2008,,M,0.0
TK,2008,,M,0.0
TL,2008,,M,0.0
TM,2005,,M,0.0
TM,2006,,M,0.0
TM,2007,,M,0.0
TO,2008,,M,0.0
TR,2005,,M,0.0
TR,2006,,M,0.0
TR,2007,,M,0.0
TR,2008,,M,0.0
TT,2008,,M,0.0
TV,2008,,M,0.0
UA,2006,,M,0.0
UA,2007,,M,0.0
UG,2008,,M,0.0
US,2008,,M,0.0
UY,2008,,M,0.0
UZ,2007,,M,0.0
VE,2008,,M,0.0
VN,2008,,M,0.0
VU,2008,,M,0.0
YE,2008,,M,0.0
ZA,2008,,M,0.0
ZM,2008,,M,0.0
ZW,2008,,M,0.0
AD,2005,0-4,F,0.0
AD,2006,0-4,F,0.0
AD,2008,0-4,F,0.0
AE,2006,0-4,F,0.0
AE,2007,0-4,F,0.0
AE,2008,0-4,F,0.0
AG,2007,0-4,F,0.0
AL,2005,0-4,F,0.0
AL,2006,0-4,F,0.0
AL,2007,0-4,F,0.0
AL,2008,0-4,F,0.0
AM,2005,0-4,F,0.0
AM,2006,0-4,F,0.0
AM,2007,0-4,F,0.0
AM,2008,0-4,F,0.0
AN,2006,0-4,F,0.0
AR,2006,0-4,F,18.0
AR,2007,0-4,F,14.0
AR,2008,0-4,F,5.0
AT,2005,0-4,F,0.0
AT,2006,0-4,F,1.0
AT,2007,0-4,F,1.0
AU,2006,0-4,F,1.0
AU,2007,0-4,F,0.0
AZ,2005,0-4,F,2.0
AZ,2006,0-4,F,0.0
BA,2005,0-4,F,0.0
BA,2006,0-4,F,0.0
BA,2007,0-4,F,0.0
BA,2008,0-4,F,0.0
BB,2007,0-4,F,0.0
BB,2008,0-4,F,0.0
BE,2005,0-4,F,1.0
BE,2006,0-4,F,3.0
BE,2007,0-4,F,3.0
BE,2008,0-4,F,2.0
BF,2007,0-4,F,4.0
BG,2005,0-4,F,0.0
BG,2007,0-4,F,2.0
BG,2008,0-4,F,1.0
BH,2008,0-4,F,0.0
BI,2007,0-4,F,0.0
BN,2007,0-4,F,0.0
BN,2008,0-4,F,0.0
BR,2006,0-4,F,65.0
BR,2007,0-4,F,78.0
BR,2008,0-4,F,69.0
BS,2007,0-4,F,0.0
BS,2008,0-4,F,0.0
BW,2008,0-4,F,5.0
BZ,2006,0-4,F,0.0
BZ,2007,0-4,F,0.0
BZ,2008,0-4,F,0.0
CA,2006,0-4,F,0.0
CA,2007,0-4,F,0.0
CA,2008,0-4,F,0.0
CH,2005,0-4,F,0.0
CH,2006,0-4,F,0.0
CH,2007,0-4,F,0.0
CH,2008,0-4,F,0.0
CK,2006,0-4,F,0.0
CL,2006,0-4,F,0.0
CL,2007,0-4,F,0.0
CL,2008,0-4,F,2.0
CM,2008,0-4,F,0.0
CR,2006,0-4,F,0.0
CR,2007,0-4,F,0.0
CU,2008,0-4,F,1.0
CY,2005,0-4,F,0.0
CY,2006,0-4,F,0.0
CY,2007,0-4,F,0.0
CY,2008,0-4,F,0.0
CZ,2005,0-4,F,0.0
CZ,2006,0-4,F,0.0
CZ,2007,0-4,F,0.0
CZ,2008,0-4,F,0.0
DE,2005,0-4,F,3.0
DE,2006,0-4,F,2.0
DE,2007,0-4,F,0.0
DE,2008,0-4,F,1.0
DJ,2007,0-4,F,2.0
DK,2005,0-4,F,0.0
DK,2006,0-4,F,0.0
DK,2007,0-4,F,1.0
DK,2008,0-4,F,0.0
DM,2006,0-4,F,0.0
DM,2007,0-4,F,0.0
DM,2008,0-4,F,0.0
DO,2008,0-4,F,4.0
EE,2005,0-4,F,0.0
EE,2006,0-4,F,0.0
EE,2007,0-4,F,0.0
EE,2008,0-4,F,0.0
EG,2006,0-4,F,8.0
EG,2008,0-4,F,0.0
ER,2007,0-4,F,0.0
ES,2005,0-4,F,6.0
ES,2006,0-4,F,8.0
ES,2007,0-4,F,8.0
ES,2008,0-4,F,3.0
FI,2005,0-4,F,0.0
FI,2006,0-4,F,0.0
FI,2007,0-4,F,0.0
FI,2008,0-4,F,0.0
FJ,2006,0-4,F,0.0
FM,2006,0-4,F,0.0
FM,2008,0-4,F,1.0
FR,2005,0-4,F,5.0
FR,2006,0-4,F,4.0
FR,2007,0-4,F,6.0
FR,2008,0-4,F,1.0
GA,2008,0-4,F,1.0
GB,2005,0-4,F,0.0
GB,2006,0-4,F,2.0
GB,2007,0-4,F,1.0
GB,2008,0-4,F,4.0
GD,2006,0-4,F,0.0
GE,2005,0-4,F,0.0
GE,2006,0-4,F,0.0
GE,2007,0-4,F,2.0
GE,2008,0-4,F,25.0
GM,2006,0-4,F,5.0
GM,2008,0-4,F,1.0
GR,2005,0-4,F,0.0
GR,2006,0-4,F,0.0
GR,2007,0-4,F,0.0
GR,2008,0-4,F,0.0
GT,2007,0-4,F,28.0
GT,2008,0-4,F,0.0
GU,2007,0-4,F,0.0
GU,2008,0-4,F,0.0
GY,2008,0-4,F,0.0
HK,2005,0-4,F,0.0
HK,2006,0-4,F,1.0
HK,2007,0-4,F,0.0
HK,2008,0-4,F,0.0
HN,2006,0-4,F,4.0
HN,2007,0-4,F,0.0
HN,2008,0-4,F,0.0
HR,2005,0-4,F,0.0
HR,2006,0-4,F,1.0
HR,2008,0-4,F,0.0
HT,2007,0-4,F,27.0
HT,2008,0-4,F,19.0
HU,2005,0-4,F,0.0
HU,2006,0-4,F,0.0
HU,2007,0-4,F,1.0
HU,2008,0-4,F,0.0
ID,2007,0-4,F,148.0
ID,2008,0-4,F,120.0
IE,2005,0-4,F,0.0
IE,2006,0-4,F,0.0
IE,2007,0-4,F,0.0
IE,2008,0-4,F,0.0
IL,2005,0-4,F,1.0
IL,2006,0-4,F,0.0
IL,2007,0-4,F,0.0
IL,2008,0-4,F,1.0
IQ,2006,0-4,F,0.0
IQ,2007,0-4,F,0.0
IQ,2008,0-4,F,1.0
IR,2006,0-4,F,3.0
IR,2007,0-4,F,2.0
IR,2008,0-4,F,2.0
IS,2005,0-4,F,0.0
IS,2006,0-4,F,0.0
IS,2007,0-4,F,0.0
IS,2008,0-4,F,0.0
IT,2005,0-4,F,0.0
IT,2006,0-4,F,3.0
IT,2007,0-4,F,0.0
IT,2008,0-4,F,3.0
JM,2006,0-4,F,0.0
JM,2007,0-4,F,0.0
JM,2008,0-4,F,0.0
JO,2006,0-4,F,0.0
JO,2007,0-4,F,0.0
JO,2008,0-4,F,0.0
JP,2006,0-4,F,3.0
JP,2007,0-4,F,0.0
JP,2008,0-4,F,0.0
KE,2007,0-4,F,24.0
KE,2008,0-4,F,40.0
KG,2005,0-4,F,0.0
KI,2007,0-4,F,0.0
KI,2008,0-4,F,0.0
KM,2006,0-4,F,1.0
KM,2008,0-4,F,0.0
KN,2008,0-4,F,0.0
KP,2008,0-4,F,7.0
KR,2006,0-4,F,3.0
KR,2007,0-4,F,1.0
KR,2008,0-4,F,1.0
KW,2007,0-4,F,0.0
KW,2008,0-4,F,0.0
KY,2006,0-4,F,0.0
KY,2007,0-4,F,0.0
KZ,2005,0-4,F,1.0
KZ,2007,0-4,F,0.0
KZ,2008,0-4,F,1.0
LB,2006,0-4,F,0.0
LB,2007,0-4,F,0.0
LB,2008,0-4,F,0.0
LC,2008,0-4,F,0.0
LR,2008,0-4,F,1.0
LS,2007,0-4,F,0.0
LS,2008,0-4,F,1.0
